Township,Area,State,Median_PSF,Freehold,Leasehold,Terrace House,Cluster House,Semi D,Bungalow,Service Residence,Flat,Town House,Apartment,Condominium,Price
Mahsuri Flat,Bayan Baru,Penang,308,0,1,0,0,0,0,0,1,0,0,0,156000
TAMAN IMPIAN EHSAN,Balakong,Selangor,322,0,1,1,0,0,0,0,0,0,0,0,330000
TAMAN SENAI JAYA,Senai,Johor,110,1,0,1,0,0,0,0,0,0,0,0,170000
Vista Indah Putra,Klang,Selangor,336,1,0,0,0,0,0,0,0,0,1,0,330000
Vista Seri Putra,Bangi,Selangor,347,1,0,0,0,0,0,0,0,0,1,0,316000
Sri Anggerik 1,Puchong,Selangor,407,1,0,0,0,0,0,0,0,0,1,0,320000
TAMAN ALAMANDA (KEDIAMAN),Bahau,Negeri Sembilan,184,0,1,1,0,0,0,0,0,0,0,0,239999
TAMAN WIRA (RPA MERGONG),Alor Setar,Kedah,38,1,0,1,0,0,0,0,0,0,0,0,39600
MEDAN BEMBAN MESRA,Batu Gajah,Perak,164,0,1,1,0,0,0,0,0,0,0,0,230000
Menara Avenue (Menara Promenade),KLCC,Kuala Lumpur,459,1,0,0,0,0,0,0,0,0,0,1,430000
BANDAR PUTERI HILLPARK,Sungai Petani,Kedah,162,1,0,1,0,0,0,0,0,0,0,0,300000
BANDAR SERI EHSAN,Tanjong Duabelas,Selangor,209,0,1,1,0,0,0,0,0,0,0,0,300000
DANGA SUTERA,Skudai,Johor,531,1,0,1,0,1,0,0,0,0,0,0,892000
TAMAN KOTA SELESA,Kota Tinggi,Johor,275,1,0,1,0,0,0,0,0,0,0,0,424150
Desa Villa Condominium,Taman Desa,Kuala Lumpur,417,1,0,0,0,0,0,0,0,0,0,1,485000
Impian Meridian,Subang Jaya,Selangor,551,1,0,0,0,0,0,1,0,0,0,0,595000
HIJAYU 3B,Bandar Sri Sendayan,Negeri Sembilan,309,1,0,1,0,0,0,0,0,0,0,0,580000
TAMAN BUKIT MALURI,Kepong,Kuala Lumpur,456,0,1,1,0,0,0,0,0,0,0,0,890000
Suria @ Hijau E-Komuniti,Batu Kawan,Penang,333,0,1,0,0,0,0,0,0,0,1,0,330000
Sri Impian Apartment,Johor Bahru,Johor,292,0,1,0,0,0,0,0,0,0,1,0,280000
PUCHONG HARTAMAS,Puchong,Selangor,495,1,0,1,0,0,0,0,0,0,0,0,800000
TAMAN SAUJANA UTAMA,Saujana Utama,Selangor,282,0,1,1,0,0,0,0,0,0,0,0,497500
NADA 4 @ NADA ALAM,Mantin,Negeri Sembilan,519,1,0,1,0,0,0,0,0,0,0,0,800000
TAMAN BUKIT SENAWANG PERDANA (PHASE 2),Rantau,Negeri Sembilan,159,1,0,0,0,1,0,0,0,0,0,0,605000
TAMAN BANTING BARU,Banting,Selangor,248,1,0,1,0,0,0,0,0,0,0,0,315000
KAMPUNG MAK CHILI,Kemaman,Terengganu,115,1,0,0,0,1,1,0,0,0,0,0,330000
Desa Palma,Nilai,Negeri Sembilan,228,1,0,0,0,0,0,0,0,0,1,0,180000
D'carlton (Residensi Seri Mega),Masai,Johor,414,1,0,0,0,0,0,1,0,0,0,0,410000
USJ 11,Subang Jaya,Selangor,513,1,0,1,0,0,0,0,0,0,0,0,900000
TIARA SENDAYAN - PRESINT 14C,Labu,Negeri Sembilan,350,1,0,1,0,0,0,0,0,0,0,0,512650
Villa Krystal Apartment,Skudai,Johor,336,1,0,0,0,0,0,0,0,0,1,0,300000
TAMAN SRI TREH (TAMAN BINTANG ANGKASA),Muar,Johor,233,1,0,1,0,0,0,0,0,0,0,0,489000
Lok Kawi Heights,Papar,Sabah,269,0,1,0,0,0,0,0,0,0,1,0,210000
Putri Ria Apartment,Masai,Johor,281,1,0,0,0,0,0,0,0,0,1,0,265000
TAMAN BANDAR UTAMA TAMPIN,Tampin,Negeri Sembilan,145,1,0,1,0,1,0,0,0,0,0,0,299473
Jentayu Residensi @ Tampoi,Johor Bahru,Johor,373,1,0,0,0,0,0,1,0,0,0,0,370000
USJ 20,Subang Jaya,Selangor,515,1,0,1,0,0,0,0,0,0,0,0,915000
TAMAN MANIS,Batu Pahat,Johor,194,1,0,1,0,1,0,0,0,0,0,0,220000
TAMAN SPPK,Ipoh,Perak,146,0,1,1,0,1,0,0,0,0,0,0,250000
Ascenda Residence @ Skyarena,Setapak,Kuala Lumpur,455,0,1,0,0,0,0,0,0,0,0,1,493000
INDERA SEMPURNA,Kuantan,Pahang,158,0,1,1,0,1,0,0,0,0,0,0,220000
TAMAN RAIA PERDANA,Gopeng,Perak,117,0,1,1,0,0,0,0,0,0,0,0,140000
Taman Setia Balakong,Balakong,Selangor,231,0,1,0,0,0,0,0,1,0,0,0,170000
TAMAN BUKIT SEMPANG,Merlimau,Melaka,186,1,0,1,0,0,0,0,0,0,0,0,311650
Skudai Villa,Skudai,Johor,334,1,0,0,0,0,0,0,0,0,0,1,370000
SS18,Subang Jaya,Selangor,463,1,0,1,0,1,0,0,0,0,0,0,810000
Platinum Lake PV 12,Setapak,Kuala Lumpur,381,0,1,0,0,0,0,0,0,0,0,1,475000
TAMAN BERTAM HEIGHTS,Tanjong Minyak,Melaka,138,1,0,1,0,0,0,0,0,0,0,0,180000
TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),Batu Berendam,Melaka,227,0,1,1,0,0,0,0,0,0,0,0,300000
D'Ambience Residences (Pangsapuri Ikatan Flora),Permas Jaya,Johor,396,1,0,0,0,0,0,1,0,0,0,0,339000
TAMAN MENGKUANG JAYA,Bukit Mertajam,Penang,348,1,0,1,0,1,0,0,0,0,0,0,512500
TAMAN AIR KEROH FASA 1-3,Bukit Katil,Melaka,159,0,1,1,0,0,0,0,0,0,0,0,220000
TAMAN PERWIRA,Simpang Ampat,Penang,248,1,0,1,0,0,0,0,0,0,0,0,290000
Pangsapuri Seri Inai,Serendah,Selangor,166,1,0,0,0,0,0,0,1,0,0,0,132500
TAMAN BANDAR BARU SP (PKNK),Sungai Petani,Kedah,192,1,0,1,0,0,0,0,0,0,0,0,200000
TAMAN INDAH (SUNGAI UDANG),Masjid Tanah,Melaka,184,0,1,1,0,0,0,0,0,0,0,0,300000
TAMAN SENDAYAN INDAH,Bandar Sri Sendayan,Negeri Sembilan,188,1,0,1,0,0,0,0,0,0,0,0,271000
Ria 2 Apartment,Masai,Johor,260,1,0,0,0,0,0,0,0,0,1,0,210000
TAMAN IRINGAN BAYU,Rantau,Negeri Sembilan,331,1,0,1,0,1,0,0,0,0,0,0,472910
TAMAN SETIA RESIDEN,Sitiawan,Perak,251,1,0,1,0,1,0,0,0,0,0,0,499000
TAMAN NUSA JAYA MAS,Iskandar Puteri (Nusajaya),Johor,325,1,0,1,0,0,0,0,0,0,0,0,520000
SUBANG 2,Sungai Buloh,Selangor,463,0,1,1,0,0,0,0,0,0,0,0,575000
TAMAN TEMIANG JAYA II,Muar,Johor,329,1,0,1,0,0,0,0,0,0,0,0,865000
Impian Sentosa,Klang,Selangor,398,1,0,0,0,0,0,0,0,0,1,0,300000
Karisma @ Eco Majestic,Semenyih,Selangor,329,1,0,0,0,0,0,0,0,0,1,0,262500
TAMAN SERI BAYU 2,Sungai Petani,Kedah,155,1,0,1,0,0,0,0,0,0,0,0,175000
TAMAN BERTAM IMPIAN,Tanjong Minyak,Melaka,207,1,0,1,0,0,0,0,0,0,0,0,270000
Taman Pandan Indah,Ampang,Selangor,264,0,1,0,0,0,0,0,1,0,0,0,175000
Stulang Laut,Johor Bahru,Johor,264,0,1,0,0,0,0,0,1,0,0,0,200000
Paramount Utropolis,Glenmarie,Selangor,708,1,0,0,0,0,0,1,0,0,0,0,560000
TAMAN BACANG BARU,Bachang,Melaka,219,0,1,1,0,0,0,0,0,0,0,0,300000
TAMAN MERPATI INDAH,Kulim,Kedah,330,1,0,1,0,0,0,0,0,0,0,0,462000
SEKSYEN 21,Petaling Jaya,Selangor,493,1,0,1,0,0,1,0,0,0,0,0,763000
Pan Vista,Permas Jaya,Johor,331,1,0,0,0,0,0,0,0,0,1,0,339000
SS26 TAMAN MAYANG JAYA,Petaling Jaya,Selangor,610,1,0,1,0,0,0,0,0,0,0,0,825000
PANDAMARAN JAYA,Pandamaran,Selangor,200,0,1,1,0,0,0,0,0,0,0,0,250000
PERUMAHAN PRIMA BG SERAI,Bagan Serai,Perak,222,1,0,1,0,0,0,0,0,0,0,0,310000
Mewah View Luxurious Apartments,Tampoi,Johor,292,1,0,0,0,0,0,0,0,0,1,0,400000
TAMAN YPJ PUNGGAI,Pengerang,Johor,199,1,1,1,0,0,0,0,0,0,0,0,278800
Golden Villa,Klang,Selangor,226,1,0,0,0,0,0,0,0,0,1,0,217500
SEKSYEN 8,Petaling Jaya,Selangor,309,0,1,1,0,1,0,0,0,0,0,0,600000
TAMAN SEGAR PERDANA,Cheras,Selangor,550,0,1,0,0,1,0,0,0,0,0,0,929000
TAMAN PD RESTU,Port Dickson,Negeri Sembilan,209,1,0,1,0,0,0,0,0,0,0,0,292045
TAMAN SAMUDRA,Batu Caves,Selangor,581,0,1,1,0,0,0,0,0,0,0,0,550000
TAMAN ALAMANDA,Kuala Kangsar,Perak,203,1,0,1,0,0,0,0,0,0,0,0,269800
TAMAN DESA PERMAI,Kapar,Selangor,205,1,0,0,0,1,0,0,0,0,0,0,575000
KB JINJANG UTARA,Jinjang,Kuala Lumpur,207,0,1,0,0,1,1,0,0,0,0,0,675000
TAMAN CEMPAKA PERDANA,Senawang,Negeri Sembilan,244,0,1,1,0,0,0,0,0,0,0,0,397083
TAMAN SERI BINTANG,Tampin,Negeri Sembilan,161,1,0,1,0,0,0,0,0,0,0,0,249998
P/L : 2195 (PT24541-PT24570),Sungai Karang,Pahang,121,1,0,0,0,1,0,0,0,0,0,0,380000
DAHLIA GARDEN,Simpang Ampat,Penang,462,1,0,1,0,0,0,0,0,0,0,0,627000
TAMAN GAMELAN INDAH,Sungai Bakap,Penang,264,1,0,1,0,1,0,0,0,0,0,0,408000
Sun Moon City,Ayer Itam,Penang,232,1,0,0,0,0,0,0,1,0,0,0,138000
TAMAN SOGA,Batu Pahat,Johor,208,1,0,1,0,0,0,0,0,0,0,0,330000
Nautica Lake Suites,Bandar Sunway,Selangor,520,0,1,0,0,0,0,0,0,0,0,1,830000
TAMAN BUKIT JAYA,Ulu Tiram,Johor,310,1,0,1,0,0,0,0,0,0,0,0,460000
TAMAN PSJ,Sungai Karang,Pahang,206,1,0,1,0,1,0,0,0,0,0,0,265000
SALAK SOUTH GARDEN (TAMAN SALAK SELATAN),Salak Selatan,Kuala Lumpur,349,1,0,1,0,0,0,0,0,0,0,0,550000
TAMAN KOTA YONG PENG,Yong Peng,Johor,160,1,0,1,0,0,0,0,0,0,0,0,240000
BANDAR SERI BOTANI,Batu Gajah,Perak,320,1,0,1,0,0,0,0,0,0,0,0,825510
Seri Maju & Sepangar Ria,Kota Kinabalu,Sabah,265,0,1,0,0,0,0,0,0,0,1,0,172000
SETIA IMPIAN 4,Setia Alam,Selangor,538,1,0,1,0,0,0,0,0,0,0,0,705000
Platinum Lake PV 16,Setapak,Kuala Lumpur,364,0,1,0,0,0,0,0,0,0,0,1,520000
DESA PARK CHEMOR,Ipoh,Perak,270,1,0,0,1,0,0,0,0,0,0,0,338000
Changkat View,Dutamas,Kuala Lumpur,414,1,0,0,0,0,0,0,0,0,0,1,453000
TAMAN SERI AMPANG,Ipoh,Perak,183,0,1,1,0,0,0,0,0,0,0,0,280000
Taman Seri Janggus,Bukit Mertajam,Penang,186,1,0,0,0,0,0,0,1,0,0,0,120000
The Riviera,Ampang,Selangor,224,0,1,0,0,0,0,0,0,0,1,0,210000
Nova Saujana,Saujana,Selangor,614,1,0,0,0,0,0,1,0,0,0,0,530000
BANGI AVENUE,Bangi,Selangor,418,1,0,1,0,0,0,0,0,0,0,0,607500
TAMAN PULAI FLORA,Skudai,Johor,357,1,0,1,1,0,0,0,0,0,0,0,600000
SAUJANA PERDANA,Ijok,Selangor,410,0,1,1,0,0,0,0,0,0,0,0,500000
TAMAN PUTRA PERMAI,Seri Kembangan,Selangor,342,0,1,1,0,0,0,0,0,0,0,0,722500
TAMAN MAKMUR FASA 1,Lunas,Kedah,207,1,0,1,0,0,0,0,0,0,0,0,300000
Bayu Puteri 3,Johor Bahru,Johor,372,0,1,0,0,0,0,0,0,0,1,0,350000
"P/L 1280, KAMPUNG KOLAM",Rompin,Pahang,129,1,0,1,0,0,0,0,0,0,0,0,210000
Suria Kinrara,Bandar Kinrara,Selangor,255,0,1,0,0,0,0,1,0,0,0,0,181500
TAMAN BERTAM INDAH,Kepala Batas,Penang,215,1,0,1,0,1,0,0,0,0,0,0,310000
TAMAN HUI SING,Kuching,Sarawak,254,0,1,1,0,0,0,0,0,0,0,0,722500
Tropez Residences,Johor Bahru,Johor,508,1,0,0,0,0,0,1,0,0,0,0,395000
TAMAN TELUK VILLA,Penampang,Sabah,256,0,1,1,0,0,0,0,0,0,0,0,432500
COUNTRY HEIGHTS,Kajang,Selangor,346,1,1,0,0,0,1,0,0,1,0,0,499500
TAMAN DESA HARMONI,Masai,Johor,306,1,0,1,0,0,0,0,0,0,0,0,450000
Rhythm Avenue,Subang Jaya,Selangor,378,1,0,0,0,0,0,1,0,0,0,0,290000
TAMAN SIMPANG BERSATU,Taiping,Perak,317,1,0,1,0,0,0,0,0,0,0,0,528800
Taman Terubong Jaya,Ayer Itam,Penang,272,0,1,0,0,0,0,0,1,0,0,0,165000
TROPICANA DANGA COVE,Masai,Johor,501,1,0,1,0,0,0,0,0,0,0,0,767500
Prisma Cheras,Cheras,Kuala Lumpur,362,1,0,0,0,0,0,0,0,0,0,1,426000
TAMAN PURA KENCANA - TR. 41,Batu Pahat,Johor,227,1,0,1,0,0,0,0,0,0,0,0,445000
TAMAN JAWI JAYA,Sungai Jawi,Penang,195,1,0,0,0,1,0,0,0,0,0,0,459000
D'Rich Executive Suites,Iskandar Puteri (Nusajaya),Johor,418,1,0,0,0,0,0,0,0,0,1,0,400000
TAMAN AMAN PERDANA,Kapar,Selangor,321,1,0,0,0,1,0,0,0,0,0,0,850000
RPA BEMBAN II,Batu Gajah,Perak,77,0,1,1,0,0,0,0,0,0,0,0,97500
TAMAN NUSA INTAN,Ampangan,Negeri Sembilan,231,1,0,1,0,0,0,0,0,0,0,0,382500
TAYNTON VIEW,Cheras,Kuala Lumpur,362,1,0,1,0,0,0,0,0,0,0,0,625000
Perai Jaya,Perai,Penang,73,0,1,0,0,0,0,0,1,0,0,0,43000
TAMAN PUTRA,Ampang,Selangor,507,0,1,1,0,1,0,0,0,0,0,0,420000
WANGSA MELAWATI,Wangsa Maju,Kuala Lumpur,578,1,0,1,0,0,0,0,0,0,0,0,720000
TAMAN SAUJANA RAWANG,Rawang,Selangor,315,0,1,1,0,0,0,0,0,0,0,0,521000
TAMAN PULAI BAYU,Skudai,Johor,264,1,0,0,1,1,0,0,0,0,0,0,900000
Parkview Towers,Bukit Jambul,Penang,360,0,1,0,0,0,0,0,0,0,1,0,370000
The Garden Residences,Skudai,Johor,437,1,1,0,0,0,0,1,0,0,0,0,365000
TAMAN BUKIT MEWAH,Kajang,Selangor,328,1,0,1,0,0,0,0,0,0,0,0,470000
Pearl Avenue,Kajang,Selangor,301,1,0,0,0,0,0,0,0,0,0,1,330000
Sentrovue,Shah Alam,Selangor,356,0,1,0,0,0,0,1,0,0,0,0,300000
TAMAN DESA LANG INDAH,Ipoh,Perak,315,1,1,1,0,0,0,0,0,0,0,0,528800
Kuchai Avenue,Kuchai Lama,Kuala Lumpur,626,1,0,0,0,0,0,1,0,0,0,0,580000
Flat Daisy,Masai,Johor,193,0,1,0,0,0,0,0,1,0,0,0,138000
TAMAN SRI GEDONG,Sungai Petani,Kedah,159,1,0,1,0,0,0,0,0,0,0,0,232500
TAMAN LESTARI PUCHONG,Seri Kembangan,Selangor,338,0,1,1,0,0,0,0,0,0,0,0,508000
TAMAN SONG CHOON,Ipoh,Perak,190,0,1,1,0,0,0,0,0,0,0,0,237500
De Tropicana,Kuchai Lama,Kuala Lumpur,287,0,1,0,0,0,0,0,0,0,0,1,280000
Beverly Hills 3,Kota Kinabalu,Sabah,415,0,1,0,0,0,0,0,0,0,1,0,250000
RPA SRI TANJUNG,Sungai Petani,Kedah,43,1,0,1,0,0,0,0,0,0,0,0,27049
TAMAN DURANDA EMAS,Kuching,Sarawak,174,0,1,1,0,0,0,0,0,0,0,0,180000
"TAMAN DESA UTAMA, SUNGAI MERAB",Dengkil,Selangor,393,1,0,1,0,0,0,0,0,0,0,0,685000
BANDAR CYBER IPOH,Ipoh,Perak,252,0,1,0,0,1,0,0,0,0,0,0,609000
Taman Pulai Utama,Skudai,Johor,228,1,0,0,0,0,0,0,1,0,0,0,150000
SUNGAI ISAP DAMAI,Kuantan,Pahang,65,0,1,0,0,1,1,0,0,0,0,0,260000
Austin Regency (Pangsapuri Austin Perdana),Tebrau,Johor,470,1,0,0,0,0,0,0,0,0,1,0,380000
T'LAGENDA@PERAMU (P/L 23051),Pekan,Pahang,184,1,1,1,0,0,0,0,0,0,0,0,288000
TAMAN KELEMAK UTAMA,Alor Gajah,Melaka,306,1,0,1,0,0,0,0,0,0,0,0,398760
SETIA INDAH 12,Setia Alam,Selangor,561,1,0,1,0,0,0,0,0,0,0,0,802000
BANDAR TEKNOLOGI,Kajang,Selangor,269,1,0,1,0,0,0,0,0,0,0,0,370000
TAMAN KAMPAR BESTARI,Kampar,Perak,123,0,1,1,0,1,0,0,0,0,0,0,269800
Cempaka,Serendah,Selangor,117,0,1,0,0,0,0,0,0,0,1,0,85000
D'Piazza,Bayan Baru,Penang,518,1,0,0,0,0,0,0,0,0,0,1,485000
Vista Ilmu,Kota Samarahan,Sarawak,240,0,1,0,0,0,0,0,0,0,1,0,180000
SD Tiara Apartment,Bandar Sri Damansara,Selangor,384,1,0,0,0,0,0,0,0,0,1,0,322500
PROTON CITY,Ulu Bernam,Perak,211,1,0,1,0,0,0,0,0,0,0,0,467500
Kipark Apartment,Tampoi,Johor,443,0,1,0,0,0,0,0,0,0,1,0,380000
TAMAN SEMARANG INTAN,Dengkil,Selangor,321,1,1,1,0,0,0,0,0,0,0,0,669600
Jade View,Gelugor,Penang,426,1,0,0,0,0,0,0,0,0,1,0,293500
Regency Heights Condo,Sungai Ara,Penang,396,1,0,0,0,0,0,0,0,0,0,1,502500
TAMAN PERTAMA INDAH ~ JALAN BAKRI,Bakri,Johor,373,1,0,1,0,0,0,0,0,0,0,0,820000
BAYAN BARU,Bayan Baru,Penang,376,0,1,1,1,1,0,0,0,0,0,0,570000
TAMAN BANANG HEIGHTS,Batu Pahat,Johor,254,1,0,1,0,0,0,0,0,0,0,0,410000
TAMAN BUKIT KEPAYANG,Bukit Kepayang,Negeri Sembilan,231,1,0,1,0,0,0,0,0,0,0,0,380000
TAMAN IDAMAN,Simpang Ampat,Penang,299,1,0,1,0,1,0,0,0,0,0,0,495000
TAMAN GUNUNG MAS,Tampin,Negeri Sembilan,159,1,0,1,0,0,0,0,0,0,0,0,200000
TAMAN CEMPAKA (TELUI KIRI),Teloi Kiri,Kedah,118,1,0,1,0,0,0,0,0,0,0,0,180000
BANDAR AINSDALE,Labu,Negeri Sembilan,444,1,0,1,0,0,0,0,0,0,0,0,623888
TAMAN SKUDAI INDAH,Skudai,Johor,426,1,0,1,1,0,0,0,0,0,0,0,650000
TAMAN KLEBANG EHSAN,Ipoh,Perak,145,0,1,0,0,1,1,0,0,0,0,0,328800
BANDAR SELESA JAYA,Skudai,Johor,323,1,0,1,0,0,0,0,0,0,0,0,462500
TAMAN ANJUNG BERCHAM MEGAH,Ipoh,Perak,224,1,0,1,0,0,0,0,0,0,0,0,337500
PULAI JAYA,Kulai,Johor,346,1,0,1,0,0,0,0,0,0,0,0,520000
The Sky Executive Suites,Iskandar Puteri (Nusajaya),Johor,433,1,0,0,0,0,0,1,0,0,0,0,460000
TAMAN TAN SRI YAACOB,Skudai,Johor,495,1,0,1,0,0,0,0,0,0,0,0,400000
BANDAR SEGAMAT BARU,Segamat,Johor,125,1,0,1,0,0,1,0,0,0,0,0,220000
SIERRA PERDANA,Masai,Johor,361,1,0,1,1,0,0,0,0,0,0,0,495000
TAMAN PELANGI,Semenyih,Selangor,301,1,0,1,0,0,0,0,0,0,0,0,450000
TAMAN SERI DAGANG 1,Banting,Selangor,273,1,0,1,0,0,0,0,0,0,0,0,390900
The Wadihana,Johor Bahru,Johor,302,1,0,0,0,0,0,0,0,0,0,1,528000
Taman Lone Pine (Medium Low Cost),Ayer Itam,Penang,436,1,0,0,0,0,0,0,0,0,1,0,250000
TAMAN TASIK SEMENYIH,Semenyih,Selangor,150,0,1,1,0,0,0,0,0,0,0,0,465000
Sky Peak Residences,Tampoi,Johor,431,1,0,0,0,0,0,1,0,0,0,0,445000
KAMPUNG CHERANG RUKU,Cherang Ruku,Kelantan,61,1,0,1,0,0,1,0,0,0,0,0,325000
TAMAN BAGAN,Butterworth,Penang,389,1,0,1,0,0,0,0,0,0,0,0,655000
"TAMAN TROPIKA, JEMENTAH",Jementah,Johor,241,1,0,1,0,0,0,0,0,0,0,0,385000
TAMAN DELIMA,Sitiawan,Perak,180,1,0,1,0,0,0,0,0,0,0,0,368800
TAMAN IMPIAN PUTRA,Bangi,Selangor,365,0,1,1,0,0,0,0,0,0,0,0,440000
Crystal Creek Resort,Taiping,Perak,220,1,0,0,0,0,0,0,0,0,0,1,300000
KOTA SERIBONG,Padang Enggang,Kelantan,361,0,1,1,0,0,0,0,0,0,0,0,470000
TAMAN MERDEKA,Batu Berendam,Melaka,182,0,1,1,0,0,0,0,0,1,0,0,326500
BANDAR BARU TRONOH (TAMAN TRONOH BARU),Tronoh,Perak,190,0,1,1,0,0,0,0,0,0,0,0,263000
TAMAN NAKHODA,Telok Panglima Garang,Selangor,324,1,0,1,0,0,0,0,0,0,0,0,455000
TAMAN ECO MEADOW,Simpang Ampat,Penang,533,1,0,1,0,0,0,0,0,0,0,0,815000
TAMAN TIRAM,Kulim,Kedah,177,1,0,1,0,1,0,0,0,0,0,0,280000
TAMAN SETAPAK INDAH,Setapak,Kuala Lumpur,431,0,1,0,0,0,0,0,0,1,0,0,510000
Balau,Masai,Johor,228,1,0,0,0,0,0,0,1,0,0,0,146000
TAMAN DESARU UTAMA,Pengerang,Johor,251,0,1,1,0,1,0,0,0,0,0,0,330000
TAMAN GEMILANG,Seri Iskandar,Perak,126,0,1,1,0,1,0,0,0,0,0,0,370000
SETIA ECO CASCADIA,Tebrau,Johor,462,1,0,1,0,0,0,0,0,0,0,0,814300
TAMAN MELOR JAYA,Gerisek,Johor,100,1,0,1,0,0,0,0,0,0,0,0,165000
HAPPY GARDEN,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,445,1,1,1,0,0,0,0,0,0,0,0,912500
"ELEMEN @ 18, PENGKALAN",Ipoh,Perak,168,0,1,0,1,0,0,0,0,0,0,0,428000
BANDAR UTAMA,Sungai Petani,Kedah,164,1,0,1,0,0,1,0,0,0,0,0,262500
Delima Impian,Bukit Minyak,Penang,248,1,0,0,0,0,0,0,1,0,0,0,160000
The Spring,Jelutong,Penang,551,0,1,0,0,0,0,0,0,0,0,1,520000
BANDAR BARU KUNDANG,Rawang,Selangor,456,0,1,1,0,0,0,0,0,0,0,0,642630
Vista Bayu,Klang,Selangor,280,1,0,0,0,0,0,0,0,0,1,0,300000
BANDAR BARU SUNGAI UDANG,Sungai Udang,Melaka,193,0,1,1,0,0,0,0,0,0,0,0,310000
Sri Tanjung,Puchong,Selangor,425,1,0,0,0,0,0,0,0,0,1,0,430000
TAMAN MANJUNG POINT SEKSYEN 2(PL 12194),Lumut,Perak,238,1,0,1,0,1,0,0,0,0,0,0,300000
KOTA WARISAN,Dengkil,Selangor,260,1,0,1,0,1,0,0,0,0,0,0,500000
TAMAN ANGSANA,Kulim,Kedah,216,1,0,1,0,0,0,0,0,0,0,0,297000
Idaman Lavender 3,Sungai Ara,Penang,452,1,0,0,0,0,0,0,0,0,1,0,340000
TAMAN PENAGA MEWAH,Ampangan,Negeri Sembilan,349,1,0,1,0,0,0,0,0,0,0,0,487910
TAMAN PENAGA INDAH,Penaga,Penang,214,1,0,0,0,1,0,0,0,0,0,0,499000
TAMAN KAJANG UTAMA,Kajang,Selangor,293,1,0,1,0,0,0,0,0,1,0,0,410000
Koi Tropika,Puchong,Selangor,459,0,1,0,0,0,0,1,0,0,0,0,470000
Seri Mengkuang,Gelang Patah,Johor,226,0,1,0,0,0,0,0,0,0,1,0,180000
Sri Lanang,Tebrau,Johor,226,1,0,0,0,0,0,0,1,0,0,0,170000
TAMAN PGBF FELDA PASOH 1,Simpang Pertang,Negeri Sembilan,64,0,1,1,0,0,0,0,0,0,0,0,90000
TAMAN IMPIAN ALMA,Bukit Mertajam,Penang,268,1,0,1,0,0,0,0,0,0,0,0,400000
Nusa Heights (Nusa Puncak),Iskandar Puteri (Nusajaya),Johor,451,1,0,0,0,0,0,0,0,0,1,0,415000
Austin Suites (Permata Austin),Tebrau,Johor,462,1,0,0,0,0,0,0,0,0,1,0,330000
Desa Baiduri,Ayer Itam,Penang,309,0,1,0,0,0,0,0,1,0,0,0,190000
KAJANG 2,Semenyih,Selangor,603,1,0,1,0,0,0,0,0,0,0,0,869000
Axis Residence @ Axis Pandan,Ampang,Selangor,352,0,1,0,0,0,0,1,0,0,0,0,330000
USJ 3,Subang Jaya,Selangor,482,1,0,1,0,0,0,0,0,0,0,0,765000
Rumah Pangsa Sri Orkid,Ulu Tiram,Johor,222,1,0,0,0,0,0,0,1,0,0,0,157500
TAMAN POKOK MANGGA,Balai Panjang,Melaka,201,1,1,1,0,0,0,0,0,0,0,0,325000
Taman Sri Sentosa,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,257,0,1,0,0,0,0,0,1,0,0,0,180000
TAMAN PUTRA PRIMA,Puchong,Selangor,454,1,0,1,0,0,0,0,0,0,0,0,780000
TAMAN HILIR,Melaka City,Melaka,279,1,0,1,0,0,0,0,0,0,0,0,430000
TAMAN ARA BAYU,Nilai,Negeri Sembilan,291,1,0,1,0,0,0,0,0,0,0,0,378800
BANDAR PERDANA (TERES),Sungai Petani,Kedah,175,1,0,1,0,0,0,0,0,0,0,0,271000
TAMAN SERAI PERDANA,Bagan Serai,Perak,169,1,0,1,0,1,0,0,0,0,0,0,263800
The Clovers,Bayan Lepas,Penang,472,1,0,0,0,0,0,0,0,0,0,1,620000
MERLIN GARDEN,Kota Samarahan,Sarawak,263,0,1,1,0,0,0,0,0,0,0,0,571500
Pangsapuri Lagoon Perdana,Bandar Sunway,Selangor,235,0,1,0,0,0,0,0,0,0,1,0,210000
TAMAN SERI BAYU,Sungai Petani,Kedah,164,1,0,1,0,0,0,0,0,0,0,0,200000
TAMAN PANDAN JAYA,Ampang,Selangor,500,0,1,1,0,0,0,0,0,0,0,0,530000
TAMAN ABADI HEIGHTS,Puchong,Selangor,538,0,1,1,0,1,0,0,0,0,0,0,756000
TAMAN IPOH JAYA,Ipoh,Perak,250,0,1,1,0,0,0,0,0,0,0,0,234000
TAMAN BERSATU,Simpang Pulai,Perak,204,0,1,1,0,0,0,0,0,0,0,0,199000
TAMAN NUSA PERINTIS I,Iskandar Puteri (Nusajaya),Johor,188,1,0,1,0,0,1,0,0,0,0,0,550000
TAMAN KINDING FLORA,Ipoh,Perak,192,0,1,0,1,0,0,0,0,0,0,0,252500
SPRINGVILLE @VICTORIA COUNTRY,Sitiawan,Perak,288,1,0,1,0,0,0,0,0,0,0,0,435000
TAMAN T&G PHASE 7,Kota Marudu,Sabah,238,0,1,0,0,1,0,0,0,0,0,0,500000
Tuaran Impian,Tuaran,Sabah,234,0,1,0,0,0,0,0,0,0,1,0,195000
